ESP_V (kV),V2,V1,R,Dp1,Dp2,Zp1,Zp2,z1_raw,z1_raw_error,N_deconv,f1,R_conv,z1
11.0,500,1802,8.780067500000001,49.844984,63.02949098931892,9.424830852872661e-08,6.181223770493906e-08,2,0.31168906200806035,7.547409344135423e-13,1.2908658607974561e-15,0.0008706591134592424,25
11.0,500,1951,6.3262195,52.045355,63.02949098931892,8.705046231100223e-08,6.181223770493906e-08,1,0.28992637070540345,5.916587640882439e-13,1.0119394152068746e-15,0.3439312316150621,27
11.0,500,2101,6.678528,54.172056,63.02949098931892,8.083553163672792e-08,6.181223770493906e-08,1,0.23533331873503474,1.7492911116177842e-12,2.9918877771462675e-15,0.7764944533895901,29
11.0,500,2251,5.845685,56.237026,63.02949098931892,7.544889025711477e-08,6.181223770493906e-08,1,0.18074026676466598,1.2446204149765291e-12,2.128727792660634e-15,1.2090576751641828,31
11.0,500,2401,5.9379785,58.246453,63.02949098931892,7.073529861256365e-08,6.181223770493906e-08,1,0.12614721479429708,9.592124121157325e-13,1.6405822178116142e-15,1.641620896938787,33
11.0,500,2550,4.8343240000000005,60.205577,63.02949098931892,6.660213802696679e-08,6.181223770493906e-08,1,0.07191811650373069,4.582521974228886e-13,7.837684300882261e-16,2.071300363901558,35
11.0,500,2700,4.406945,62.118885,63.02949098931892,6.290201924769088e-08,6.181223770493906e-08,1,0.017325064533362182,2.7544118230190232e-12,4.710988932480438e-15,2.5037744847027374,37
11.0,500,2850,3.8842935,63.984939,63.02949098931892,5.959138665570714e-08,6.181223770493906e-08,1,0.03726798743700665,1.057404565793606e-12,1.8085244787934373e-15,2.3458475987902774,39
11.0,500,3000,3.729308,65.816925,63.02949098931892,5.6611817322921784e-08,6.181223770493906e-08,1,0.09186103940737543,7.831703837528174e-13,1.3394899699718937e-15,1.9132843770414842,41
11.0,750,5,1.8513765000000002,2.447685,78.68725279369392,3.3967090393753065e-05,4.120815846995938e-08,824,0.0003405594765024441,1.7278692989051325,0.00295524913010025,5.65531878940615e-20,1
11.0,750,154,1.6652619999999998,13.852126,78.68725279369392,1.1028276101867882e-06,4.120815846995938e-08,27,0.008879600411820815,277.7881546095032,0.47511302086452595,0.676321563622596,3
11.0,750,304,1.65748,19.59787,78.68725279369392,5.586692498972545e-07,4.120815846995938e-08,14,0.03265790749223425,512.4166021177539,0.8764081395606537,0.3974986793378109,5
11.0,750,454,5.075778,24.094931,78.68725279369392,3.7408689860961534e-07,4.120815846995938e-08,9,0.008590176218686999,194.54099123518597,0.33273181917227246,9.310920825222533,7
11.0,750,604,147.641501,27.9457,78.68725279369392,2.8118452312709494e-07,4.120815846995938e-08,7,0.02586410546925912,0.7409408485069178,0.001267262980708839,42.43805931850868,9
11.0,750,753,264.984318,31.377293,78.68725279369392,2.2554508893594335e-07,4.120815846995938e-08,5,0.08647626369636703,0.0,0.0,62.08838560500306,11
11.0,750,903,250.10402549999998,34.509366,78.68725279369392,1.8807912731867702e-07,4.120815846995938e-08,5,0.09550057620475504,1.7895791455585124,0.003060794133276462,55.20906312851183,13
11.0,750,1053,199.8625845,37.423201,78.68725279369392,1.61287228840233e-07,4.120815846995938e-08,4,0.02198193288470173,1.3895933956931399,0.0023766813128848086,25.523695324551625,15
11.0,750,1203,128.257387,40.156354,78.68725279369392,1.4117660180279745e-07,4.120815846995938e-08,3,0.1243274463958004,0.4861839980932253,0.0008315413893539826,26.29781130264999,17
11.0,750,1352,86.233927,42.744274,78.68725279369392,1.2561793784671993e-07,4.120815846995938e-08,3,0.015869249814731725,0.19389211324246525,0.0003316220152509086,39.943941581351076,19
11.0,750,1502,53.4366335,45.211133,78.68725279369392,1.1307287081808611e-07,4.120815846995938e-08,3,0.09331685412594157,0.5286430689462487,0.0009041609632319206,30.19959156947233,21
11.0,750,1652,31.142545,47.574886,78.68725279369392,1.0280596366148023e-07,4.120815846995938e-08,2,0.19833136128892334,0.8633940246492716,0.001476699911211632,16.461480792409926,23
11.0,750,1802,21.657849499999998,49.844984,78.68725279369392,9.424830852872661e-08,4.120815846995938e-08,2,0.12554062532847457,1.1981449803528197,0.0020492388591922413,2.7233717936329267,25
11.0,750,1951,13.431115,52.045355,78.68725279369392,8.705046231100223e-08,4.120815846995938e-08,2,0.05323516094109532,1.4525587300243936,0.002484373630600517,2.0372784627536582e-05,27
11.0,750,2101,11.777527,54.172056,78.68725279369392,8.083553163672792e-08,4.120815846995938e-08,2,0.019555575019353448,1.1185950741814579,0.0019131812354116473,1.4152887715893503e-05,29
11.0,750,2251,9.201862,56.237026,78.68725279369392,7.544889025711477e-08,4.120815846995938e-08,2,0.09234631097980228,0.7838441184779633,0.0013406422874311292,7.932990720681321e-06,31
11.0,750,2401,6.0696639999999995,58.246453,78.68725279369392,7.073529861256365e-08,4.120815846995938e-08,2,0.1651370469402513,0.44909316277421696,0.0007681033394501807,1.7130937498230592e-06,33
11.0,750,2550,5.151066999999999,60.205577,78.68725279369392,6.660213802696679e-08,4.120815846995938e-08,2,0.2374425113276306,0.11434220854855173,0.00019556439399725777,6.844558275552703e-16,35
11.0,750,2700,7.074547,62.118885,78.68725279369392,6.290201924769088e-08,4.120815846995938e-08,2,0.31023324728807905,1.4942016929067605e-12,2.5555973799378607e-15,1.718140090603844e-05,37
11.0,750,2850,5.3524465,63.984939,78.68725279369392,5.959138665570714e-08,4.120815846995938e-08,1,0.308488008375736,7.519334062101262e-13,1.2860640246365064e-15,0.019444720254874693,39
11.0,750,3000,4.110887,65.816925,78.68725279369392,5.6611817322921784e-08,4.120815846995938e-08,1,0.27209264039551156,1.459068887843108e-12,2.4955082333408758e-15,0.04792886036687912,41
11.0,1000,5,1.7580395,2.447685,92.41959010208345,3.3967090393753065e-05,3.090611885246953e-08,1000,0.09011580049335796,1.1923975194732858e-13,2.0394087298096022e-16,6.436642314247309e-14,1
11.0,1000,154,1.6836695000000002,13.852126,92.41959010208345,1.1028276101867882e-06,3.090611885246953e-08,36,0.008879600412964449,181.9507519546323,0.31119819177048536,0.8357048205168962,3
11.0,1000,304,1.4913815,19.59787,92.41959010208345,5.586692498972545e-07,3.090611885246953e-08,18,0.0042227320599310765,756.3441523375384,1.2936079133232188,0.5729359566810304,5
11.0,1000,454,3.0075149999999997,24.094931,92.41959010208345,3.7408689860961534e-07,3.090611885246953e-08,12,0.008590176217562931,562.131609019907,0.9614378527418603,9.923564877878778,7
11.0,1000,604,115.850543,27.9457,92.41959010208345,2.8118452312709494e-07,3.090611885246953e-08,9,0.010773898296378811,183.7842048406521,0.31433402504787683,58.4239775897298,9
11.0,1000,753,303.535187,31.377293,92.41959010208345,2.2554508893594335e-07,3.090611885246953e-08,7,0.04080007688009788,27.118578624792224,0.046382070646926066,97.67515206188563,11
11.0,1000,903,395.00919999999996,34.509366,92.41959010208345,1.8807912731867702e-07,3.090611885246953e-08,6,0.014049481414602697,0.0,0.0,109.94501656155796,13
11.0,1000,1053,323.87075500000003,37.423201,92.41959010208345,1.61287228840233e-07,3.090611885246953e-08,5,0.041891937919505906,0.0,0.0,110.61920109609962,15
11.0,1000,1203,245.50604399999997,40.156354,92.41959010208345,1.4117660180279745e-07,3.090611885246953e-08,5,0.09459069200649058,1.593003525441671,0.00272458240087441,90.72012154405162,17
11.0,1000,1352,165.470411,42.744274,92.41959010208345,1.2561793784671993e-07,3.090611885246953e-08,4,0.015869249813615982,1.6421421781001326,0.0028086263506194717,47.98620923241575,19
11.0,1000,1502,99.010974,45.211133,92.41959010208345,1.1307287081808611e-07,3.090611885246953e-08,4,0.0933168541271811,0.9983889475693315,0.0017075875303042617,16.83684919177579,21
11.0,1000,1652,63.58892850000001,47.574886,92.41959010208345,1.0280596366148023e-07,3.090611885246953e-08,3,0.09812278144901636,0.35463571819030204,0.0006065487119589763,22.391748503101848,23
11.0,1000,1802,42.744742,49.844984,92.41959010208345,9.424830852872661e-08,3.090611885246953e-08,3,0.016233203493418672,0.1367460467351224,0.00023388264142125165,27.967342591790437,25
11.0,1000,1951,29.235808,52.045355,92.41959010208345,8.705046231100223e-08,3.090611885246953e-08,3,0.0651104439424752,0.36254215934012957,0.0006200714380963191,23.54540672897968,27
11.0,1000,2101,20.4608685,54.172056,92.41959010208345,8.083553163672792e-08,3.090611885246953e-08,3,0.1470000218980729,0.5883382719460708,0.0010062602347729842,16.593793015544758,29
11.0,1000,2251,14.5723635,56.237026,92.41959010208345,7.544889025711477e-08,3.090611885246953e-08,2,0.18074026676421956,0.8141343845527629,0.0013924490314509335,9.64217926529766,31
11.0,1000,2401,9.8912205,58.246453,92.41959010208345,7.073529861256365e-08,3.090611885246953e-08,2,0.1261472147938209,1.0399304971593404,0.0017786378281286867,2.501921311687651,33
11.0,1000,2550,7.048451,60.205577,92.41959010208345,6.660213802696679e-08,3.090611885246953e-08,2,0.07191811650322495,1.265726544955762,0.0021648265139588446,0.4260597977494206,35
11.0,1000,2700,5.865149,62.118885,92.41959010208345,6.290201924769088e-08,3.090611885246953e-08,2,0.017325064532826704,1.1941826384719987,0.00204246189556202,0.29897679038453173,37
11.0,1000,2850,8.451627,63.984939,92.41959010208345,5.959138665570714e-08,3.090611885246953e-08,2,0.03726798743757188,0.9683865258643588,0.0016562730988824497,0.17189378301950248,39
11.0,1000,3000,6.5781469999999995,65.816925,92.41959010208345,5.6611817322921784e-08,3.090611885246953e-08,2,0.09186103940797041,0.7425904132592044,0.0012700843022071305,0.04481077565858956,41
11.0,1250,5,1.9019545,2.447685,104.95495254029636,3.3967090393753065e-05,2.4724895081975628e-08,1000,0.27209264039525344,5.058961607081067e-14,8.652559483527077e-17,1.6100852055678776e-16,1
11.0,1250,154,1.9056160000000002,13.852126,104.95495254029636,1.1028276101867882e-06,2.4724895081975628e-08,45,0.008879600412178345,57.1425008890584,0.09773327539944578,0.5746567908314754,3
11.0,1250,304,1.9153369999999998,19.59787,104.95495254029636,5.586692498972545e-07,2.4724895081975628e-08,23,0.01790565167127738,439.7982011661662,0.7522057670910255,1.0265499888466185,5
11.0,1250,454,2.0255975,24.094931,104.95495254029636,3.7408689860961534e-07,2.4724895081975628e-08,15,0.008590176218335329,496.7878173353974,0.8496775571827797,1.6156932906045753,7
11.0,1250,604,6.987030000000001,27.9457,104.95495254029636,2.8118452312709494e-07,2.4724895081975628e-08,11,0.03275670055721263,215.81727873762296,0.3691215681962187,21.04951638904329,9
11.0,1250,753,127.7780225,31.377293,104.95495254029636,2.2554508893594335e-07,2.4724895081975628e-08,9,0.013394364791726558,30.520072604035512,0.05219979200442087,74.05237465546008,11
11.0,1250,903,226.781681,34.509366,104.95495254029636,1.8807912731867702e-07,2.4724895081975628e-08,8,0.05168055315693781,0.0,0.0,102.64411258177395,13
11.0,1250,1053,246.0628715,37.423201,104.95495254029636,1.61287228840233e-07,2.4724895081975628e-08,7,0.07308102952931739,1.1758246591092032,0.002011063454385551,110.61226609464923,15
11.0,1250,1203,213.511423,40.156354,104.95495254029636,1.4117660180279745e-07,2.4724895081975628e-08,6,0.05080706432541203,1.6254018898513762,0.00277999471608779,97.95424373530561,17
11.0,1250,1352,168.65898199999998,42.744274,104.95495254029636,1.2561793784671993e-07,2.4724895081975628e-08,5,0.01586924981438278,1.3190351252738175,0.002256002470214123,88.10400235004938,19
11.0,1250,1502,101.4719415,45.211133,104.95495254029636,1.1307287081808611e-07,2.4724895081975628e-08,5,0.09331685412632923,1.3236373771854817,0.0022638738994750435,65.31077614114191,21
11.0,1250,1652,61.865809999999996,47.574886,104.95495254029636,1.0280596366148023e-07,2.4724895081975628e-08,4,0.037997633546366906,1.5891565195010942,0.0027180027012602185,42.32255641868547,23
11.0,1250,1802,38.60266,49.844984,104.95495254029636,9.424830852872661e-08,2.4724895081975628e-08,4,0.04935124960620258,1.1432164106742395,0.001955292165502427,17.267426012151603,25
11.0,1250,1951,26.013927,52.045355,104.95495254029636,8.705046231100223e-08,2.4724895081975628e-08,4,0.13611780687108846,0.6972762736107138,0.0011925815814502433,11.148832499525986,27
11.0,1250,2101,17.819417,54.172056,104.95495254029636,8.083553163672792e-08,2.4724895081975628e-08,3,0.0823999824822567,0.2513362471739324,0.0004298711866077354,9.71247100556958,29
11.0,1250,2251,12.5780385,56.237026,104.95495254029636,7.544889025711477e-08,2.4724895081975628e-08,3,0.016888320117829543,0.21071977619502982,0.0003604030904940987,9.51476434429153,31
11.0,1250,2401,9.3350115,58.246453,104.95495254029636,7.073529861256365e-08,2.4724895081975628e-08,3,0.04862334224659779,0.5441256926901413,0.0009306415601033396,8.879365380020822,33
11.0,1250,2550,7.3333984999999995,60.205577,104.95495254029636,6.660213802696679e-08,2.4724895081975628e-08,3,0.11369826019526223,0.8775316091830969,0.0015008800297088933,7.313186571469975,35
11.0,1250,2700,4.972608,62.118885,104.95495254029636,6.290201924769088e-08,2.4724895081975628e-08,3,0.17920992255968907,1.2109375256774644,0.0020711184993168616,5.736498214301548,37
11.0,1250,2850,6.580465500000001,63.984939,104.95495254029636,5.959138665570714e-08,2.4724895081975628e-08,2,0.17018561005058896,1.5443434421710547,0.002641356968923501,3.819842252565921,39
11.0,1250,3000,5.921525,65.816925,104.95495254029636,5.6611817322921784e-08,2.4724895081975628e-08,2,0.12651116847430416,1.8777493586667484,0.003211595438533738,1.745142845888073,41
11.0,1500,5,2.020419,2.447685,116.66360703955152,3.3967090393753065e-05,2.060407923497969e-08,1000,0.3934105336629026,9.699707138535027e-14,1.6589826036926802e-16,4.0886845618728147e-16,1
11.0,1500,154,2.051609,13.852126,116.66360703955152,1.1028276101867882e-06,2.060407923497969e-08,54,0.008879600411860178,40.2966265499801,0.06892105243912994,0.11717256656308231,3
11.0,1500,304,2.0049325000000002,19.59787,116.66360703955152,5.586692498972545e-07,2.060407923497969e-08,27,0.0042227320610210076,340.9169118058795,0.5830848477307802,1.1572838259845393,5
11.0,1500,454,2.073331,24.094931,116.66360703955152,3.7408689860961534e-07,2.060407923497969e-08,18,0.008590176218648223,672.2513990641735,1.1497804628810362,1.4663936626115253,7
11.0,1500,604,5.251305,27.9457,116.66360703955152,2.8118452312709494e-07,2.060407923497969e-08,14,0.025864105469299223,424.97057066237306,0.7268454333114109,16.263068132067367,9
11.0,1500,753,111.6403435,31.377293,116.66360703955152,2.2554508893594335e-07,2.060407923497969e-08,11,0.004876109934035564,166.68488201782014,0.2850883182519417,65.72793598983506,11
11.0,1500,903,215.20730300000002,34.509366,116.66360703955152,1.8807912731867702e-07,2.060407923497969e-08,9,0.014049481415682012,25.01735652835232,0.042788260179556684,116.39306708471314,13
11.0,1500,1053,268.1258985,37.423201,116.66360703955152,1.61287228840233e-07,2.060407923497969e-08,8,0.021981932884741612,0.0,0.0,120.15630931233609,15
11.0,1500,1203,267.429689,40.156354,116.66360703955152,1.4117660180279745e-07,2.060407923497969e-08,7,0.021617979204939627,0.0,0.0,123.3963054505857,17
11.0,1500,1352,206.9332675,42.744274,116.66360703955152,1.2561793784671993e-07,2.060407923497969e-08,6,0.015869249814693377,3.421785312507874,0.005852426496949937,92.19990124827002,19
11.0,1500,1502,135.763851,45.211133,116.66360703955152,1.1307287081808611e-07,2.060407923497969e-08,5,0.08890262156167975,2.559240143457017,0.004377178419954228,64.0265868752236,21
11.0,1500,1652,85.245807,47.574886,116.66360703955152,1.0280596366148023e-07,2.060407923497969e-08,5,0.002085798388884901,1.6966949744070166,0.002901930342959986,57.70787193391524,23
11.0,1500,1802,57.1820425,49.844984,116.66360703955152,9.424830852872661e-08,2.060407923497969e-08,5,0.0930742183394494,1.327614630678087,0.0022706763670758377,41.07560963016166,25
11.0,1500,1951,35.329462,52.045355,116.66360703955152,8.705046231100223e-08,2.060407923497969e-08,4,0.05323516094105838,1.708823096738349,0.0029226735918805678,26.50132451422684,27
11.0,1500,2101,23.0416625,54.172056,116.66360703955152,8.083553163672792e-08,2.060407923497969e-08,4,0.019555575019393232,1.371524368272807,0.0023457770786354175,12.371754194253176,29
11.0,1500,2251,16.888486999999998,56.237026,116.66360703955152,7.544889025711477e-08,2.060407923497969e-08,4,0.0923463109798449,0.9880240225944343,0.0016898599536090634,3.65567678943762,31
11.0,1500,2401,12.603325,58.246453,116.66360703955152,7.073529861256365e-08,2.060407923497969e-08,3,0.12614721479477756,0.6045236769155555,0.001033942828581844,4.682384084915566,33
11.0,1500,2550,8.8885455,60.205577,116.66360703955152,6.660213802696679e-08,2.060407923497969e-08,3,0.07191811650424099,0.2210255794421377,0.00037802954875705786,5.637161716719522,35
11.0,1500,2700,7.8235695,62.118885,116.66360703955152,6.290201924769088e-08,2.060407923497969e-08,3,0.017325064533902503,0.27249667350952655,0.00046606277329802506,6.598347225743389,37
11.0,1500,2850,6.524789,63.984939,116.66360703955152,5.959138665570714e-08,2.060407923497969e-08,3,0.03726798743643631,0.6863573866106274,0.001173906539692678,6.073718128384251,39
11.0,1500,3000,8.4375045,65.816925,116.66360703955152,5.6611817322921784e-08,2.060407923497969e-08,3,0.09186103940677508,1.1002180997124569,0.0018817503060885772,4.858366575288302,41
11.0,2000,5,1.6615495,2.447685,138.39527023378523,3.3967090393753065e-05,1.5453059426234766e-08,1000,0.5450579002467755,9.900293293236886e-14,1.6932897159012507e-16,2.608713604415187e-15,1
11.0,2000,154,1.646306,13.852126,138.39527023378523,1.1028276101867882e-06,1.5453059426234766e-08,71,0.005132616259648925,22.945536500452377,0.039244737333786306,5.910120109468849e-14,3
11.0,2000,304,1.6198804999999998,19.59787,138.39527023378523,5.586692498972545e-07,1.5453059426234766e-08,36,0.004222732060142392,226.2029680441924,0.38688465902037944,0.9789513735219996,5
11.0,2000,454,1.6231675,24.094931,138.39527023378523,3.7408689860961534e-07,1.5453059426234766e-08,24,0.008590176217773225,790.636353133098,1.352259338309192,1.1611130369435654,7
11.0,2000,604,4.013788,27.9457,138.39527023378523,2.8118452312709494e-07,1.5453059426234766e-08,18,0.010773898296588735,1074.145614884439,1.8371574146260257,17.60951592208861,9
11.0,2000,753,113.88333850000001,31.377293,138.39527023378523,2.2554508893594335e-07,1.5453059426234766e-08,15,0.027714203342534185,706.6404218139205,1.2085974866169082,85.9682676312778,11
11.0,2000,903,319.18953750000003,34.509366,138.39527023378523,1.8807912731867702e-07,1.5453059426234766e-08,12,0.014049481414811833,330.23325417577365,0.5648121288754446,175.93214965001619,13
11.0,2000,1053,481.1795955,37.423201,138.39527023378523,1.61287228840233e-07,1.5453059426234766e-08,10,0.04189193791970924,106.49807872200357,0.1821482415944176,226.48905245856585,15
11.0,2000,1203,526.4350955,40.156354,138.39527023378523,1.4117660180279745e-07,1.5453059426234766e-08,9,0.014868377194367675,9.256636930871107,0.01583202401648357,263.6579177835093,17
11.0,2000,1352,449.012736,42.744274,138.39527023378523,1.2561793784671993e-07,1.5453059426234766e-08,8,0.0158692498138248,0.0,0.0,205.36478203416905,19
11.0,2000,1502,334.815147,45.211133,138.39527023378523,1.1307287081808611e-07,1.5453059426234766e-08,7,0.04334775263891944,0.0,0.0,178.5782835747956,21
11.0,2000,1652,215.7558735,47.574886,138.39527023378523,1.0280596366148023e-07,1.5453059426234766e-08,7,0.05219008830925775,0.0,0.0,125.12312882646167,23
11.0,2000,1802,149.05848550000002,49.844984,138.39527023378523,9.424830852872661e-08,1.5453059426234766e-08,6,0.016233203493627345,3.1300333450629547,0.005353430566793085,94.02599369688699,25
11.0,2000,1951,94.221383,52.045355,138.39527023378523,8.705046231100223e-08,1.5453059426234766e-08,6,0.06511044394224927,2.4686355928484502,0.004222213562636168,63.35397363409617,27
11.0,2000,2101,64.176399,54.172056,138.39527023378523,8.083553163672792e-08,1.5453059426234766e-08,5,0.044166648418475354,1.8072378406344138,0.003090996558480053,34.26076867417075,29
11.0,2000,2251,49.6854355,56.237026,138.39527023378523,7.544889025711477e-08,1.5453059426234766e-08,5,0.0240746665445083,1.1458400884188815,0.0019597795543213783,36.159668851880085,31
11.0,2000,2401,40.2082195,58.246453,138.39527023378523,7.073529861256365e-08,1.5453059426234766e-08,5,0.09231598150749214,0.7874037870801691,0.0013467305416450213,28.11863625890107,33
11.0,2000,2550,34.065032,60.205577,138.39527023378523,6.660213802696679e-08,1.5453059426234766e-08,4,0.07191811650342188,0.9643837616517722,0.001649426999200756,20.46786817457183,35
11.0,2000,2700,24.519511,62.118885,138.39527023378523,6.290201924769088e-08,1.5453059426234766e-08,4,0.017325064533035214,0.9914020571291485,0.001695637551270234,13.12707277679715,37
11.0,2000,2850,18.802656,63.984939,138.39527023378523,5.959138665570714e-08,1.5453059426234766e-08,4,0.03726798743735178,0.8144220825572499,0.0013929410937139938,5.861568262651478,39
11.0,2000,3000,14.948526000000001,65.816925,138.39527023378523,5.6611817322921784e-08,1.5453059426234766e-08,4,0.09186103940773872,0.6374421079857064,0.0010902446361583612,2.100610585145902,41
11.0,2500,5,2.485351,2.447685,158.61427608583682,3.3967090393753065e-05,1.2362447540987814e-08,1000,0.6360463201977004,7.886235793175825e-14,1.348816804738418e-16,4.406247083173722e-14,1
11.0,2500,154,2.2697655,13.852126,158.61427608583682,1.1028276101867882e-06,1.2362447540987814e-08,89,0.0023301729259362033,1.576396228715847e-07,2.6961782274607115e-10,2.6639631838552968e-14,3
11.0,2500,304,2.2157584999999997,19.59787,158.61427608583682,5.586692498972545e-07,1.2362447540987814e-08,45,0.004222732060908243,43.606989583030774,0.07458290862231348,0.7292383813549976,5
