ESP_V (kV),V2,V1,R,Dp1,Dp2,Zp1,Zp2,z1_raw,z1_raw_error,N_deconv,f1,R_conv,z1
11.0,2500,454,2.2377055,24.094931,158.61427608583682,3.7408689860961534e-07,1.2362447540987814e-08,30,0.008590176218535717,160.80278688375907,0.27502791811686456,1.7750598312549497,7
11.0,2500,604,2.7413844999999997,27.9457,158.61427608583682,2.8118452312709494e-07,1.2362447540987814e-08,23,0.011208903962709526,408.37878814577994,0.6984677945165992,2.919114343603399,9
11.0,2500,753,7.674675,31.377293,158.61427608583682,2.2554508893594335e-07,1.2362447540987814e-08,18,0.01339436479192595,431.52279490927197,0.738051984072015,30.892541692232673,11
11.0,2500,903,119.760592,34.509366,158.61427608583682,1.8807912731867702e-07,1.2362447540987814e-08,15,0.014049481415570126,290.93274231290275,0.4975947742012005,95.9490905182061,13
11.0,2500,1053,199.85368599999998,37.423201,158.61427608583682,1.61287228840233e-07,1.2362447540987814e-08,13,0.0035676154372638316,120.81695447291912,0.20663843025262238,158.61503969155058,15
11.0,2500,1203,270.8442405,40.156354,158.61427608583682,1.4117660180279745e-07,1.2362447540987814e-08,11,0.03676019103523347,27.23159246597076,0.046575363077113796,184.42667353289494,17
11.0,2500,1352,247.608913,42.744274,158.61427608583682,1.2561793784671993e-07,1.2362447540987814e-08,10,0.015869249814581484,0.0,0.0,172.07036834627303,19
11.0,2500,1502,207.1130355,45.211133,158.61427608583682,1.1307287081808611e-07,1.2362447540987814e-08,9,0.016014831286502513,0.0,0.0,157.61145837330935,21
11.0,2500,1652,157.3376885,47.574886,158.61427608583682,1.0280596366148023e-07,1.2362447540987814e-08,8,0.03799763354656129,0.0,0.0,106.4962086192526,23
11.0,2500,1802,99.85619700000001,49.844984,158.61427608583682,9.424830852872661e-08,1.2362447540987814e-08,8,0.049351249605990535,3.1215855388071936,0.005338981920645825,82.18126881345893,25
11.0,2500,1951,58.4702055,52.045355,158.61427608583682,8.705046231100223e-08,1.2362447540987814e-08,7,0.005896918987998527,2.546410934202906,0.004355236071935134,57.90191427071441,27
11.0,2500,2101,43.6589345,54.172056,158.61427608583682,8.083553163672792e-08,1.2362447540987814e-08,7,0.07053335377048434,1.9712363295988293,0.0033714902232248036,36.51149087256857,29
11.0,2500,2251,30.6851075,56.237026,158.61427608583682,7.544889025711477e-08,1.2362447540987814e-08,6,0.016888320118028113,1.620072703863426,0.0027708799802307364,28.691190741369052,31
11.0,2500,2401,24.688083,58.246453,158.61427608583682,7.073529861256365e-08,1.2362447540987814e-08,6,0.04862334224638599,1.6660597543509255,0.0028495336093189863,20.365197512047345,33
11.0,2500,2550,18.968858500000003,60.205577,158.61427608583682,6.660213802696679e-08,1.2362447540987814e-08,5,0.07191811650413546,1.7120468048380415,0.002928187238406581,13.501000174739078,35
11.0,2500,2700,16.153446000000002,62.118885,158.61427608583682,6.290201924769088e-08,1.2362447540987814e-08,5,0.017325064533790777,1.7580338553252084,0.0030068408674942624,11.123566903416783,37
11.0,2500,2850,11.2936935,63.984939,158.61427608583682,5.959138665570714e-08,1.2362447540987814e-08,5,0.03726798743655425,1.8040209058126817,0.0030854944965824677,9.849000395241744,39
11.0,2500,3000,8.64679,65.816925,158.61427608583682,5.6611817322921784e-08,1.2362447540987814e-08,5,0.09186103940689921,1.9523105976883088,0.0033391207304625235,7.823799000419475,41
11.0,3000,5,1.8819460000000001,2.447685,177.82228867724976,3.3967090393753065e-05,1.0302039617489845e-08,1000,0.6967052668312257,5.863067971287246e-15,1.0027857160749628e-17,4.8219212336161404e-14,1
11.0,3000,154,4.1922455,13.852126,177.82228867724976,1.1028276101867882e-06,1.0302039617489845e-08,107,0.0004618773689878635,1.3268826989400167e-13,2.269424512763943e-16,7.16709600836593e-15,3
11.0,3000,304,1.6784705,19.59787,177.82228867724976,5.586692498972545e-07,1.0302039617489845e-08,54,0.004222732060280552,56.73978543614317,0.09704449385059843,0.16798801368072397,5
11.0,3000,454,1.7791565,24.094931,177.82228867724976,3.7408689860961534e-07,1.0302039617489845e-08,36,0.00859017621791092,159.29120620269762,0.27244259670649296,1.5553522454224007,7
11.0,3000,604,2.9094215,27.9457,177.82228867724976,2.8118452312709494e-07,1.0302039617489845e-08,27,0.010773898296725986,452.6667428823049,0.7742153871105346,6.040387012841252,9
11.0,3000,753,60.395542,31.377293,177.82228867724976,2.2554508893594335e-07,1.0302039617489845e-08,22,0.004876109934782907,915.3564593413804,1.5655734967421175,56.297174848763206,11
11.0,3000,903,224.02171900000002,34.509366,177.82228867724976,1.8807912731867702e-07,1.0302039617489845e-08,18,0.01404948141494877,958.9181293740872,1.6400788933895634,181.03189235120985,13
11.0,3000,1053,481.535087,37.423201,177.82228867724976,1.61287228840233e-07,1.0302039617489845e-08,16,0.021981932885501633,708.9346817551873,1.2125214580075387,306.9641997011412,15
11.0,3000,1203,598.1943245,40.156354,177.82228867724976,1.4117660180279745e-07,1.0302039617489845e-08,14,0.021617979205699352,387.50974654652373,0.6627745756653197,366.3768592872398,17
11.0,3000,1352,573.030362,42.744274,177.82228867724976,1.2561793784671993e-07,1.0302039617489845e-08,12,0.015869249813961348,164.10031023078957,0.28066781403316565,354.8744284470976,19
11.0,3000,1502,458.598468,45.211133,177.82228867724976,1.1307287081808611e-07,1.0302039617489845e-08,11,0.0022071162828976912,33.84908359282978,0.057893542587848866,314.8515305544559,21
11.0,3000,1652,339.62332849999996,47.574886,177.82228867724976,1.0280596366148023e-07,1.0302039617489845e-08,10,0.002085798389630157,11.449751103197663,0.019583001450995202,216.9730894298168,23
11.0,3000,1802,205.624082,49.844984,177.82228867724976,9.424830852872661e-08,1.0302039617489845e-08,9,0.01623320349376398,0.0,0.0,167.91594606322016,25
11.0,3000,1951,125.194793,52.045355,177.82228867724976,8.705046231100223e-08,1.0302039617489845e-08,8,0.0532351609403543,0.0,0.0,104.29529753096253,27
11.0,3000,2101,82.2050055,54.172056,177.82228867724976,8.083553163672792e-08,1.0302039617489845e-08,8,0.01955557502015145,0.9032078144502758,0.0015447951472054465,71.85104402504622,29
11.0,3000,2251,66.7527575,56.237026,177.82228867724976,7.544889025711477e-08,1.0302039617489845e-08,7,0.04419697789192482,1.0445344548868851,0.0017865121749198278,54.776413461986415,31
11.0,3000,2401,54.1341105,58.246453,177.82228867724976,7.073529861256365e-08,1.0302039617489845e-08,7,0.01949491607351793,1.0568308004730032,0.001807543143303729,36.95926775737879,33
11.0,3000,2550,46.545945,60.205577,177.82228867724976,6.660213802696679e-08,1.0302039617489845e-08,6,0.07191811650355065,1.0691271460595901,0.0018285741116884323,27.63739769438172,35
11.0,3000,2700,37.5425735,62.118885,177.82228867724976,6.290201924769088e-08,1.0302039617489845e-08,6,0.017325064533171557,1.1893981357093386,0.00203427875483704,23.57822976204793,37
11.0,3000,2850,34.2738245,63.984939,177.82228867724976,5.959138665570714e-08,1.0302039617489845e-08,6,0.03726798743720787,1.4365618144368806,0.0024570134182833924,18.824373403236066,39
11.0,3000,3000,26.162382,65.816925,177.82228867724976,5.6611817322921784e-08,1.0302039617489845e-08,5,0.0901158004936773,1.6837254931675232,0.002879748081735048,14.49411112658305,41
11.0,3500,5,2.088748,2.447685,196.3102140483639,3.3967090393753065e-05,8.830319672134153e-09,1000,0.7400330858554165,2.5113220894366476e-15,4.295222112524307e-18,3.375902476610392e-14,1
11.0,3500,154,2.112444,13.852126,196.3102140483639,1.1028276101867882e-06,8.830319672134153e-09,125,0.0008726194566458739,5.716174497863187e-14,9.776618939300281e-17,1.5067617924228722e-14,3
11.0,3500,304,2.204945,19.59787,196.3102140483639,5.586692498972545e-07,8.830319672134153e-09,63,0.004222732060587954,8.174995319776217,0.013982045877341979,0.02723514009281033,5
11.0,3500,454,2.213155,24.094931,196.3102140483639,3.7408689860961534e-07,8.830319672134153e-09,42,0.00859017621821688,64.4171125080403,0.11017535633255564,1.9791766085094875,7
11.0,3500,604,2.8567895,27.9457,196.3102140483639,2.8118452312709494e-07,8.830319672134153e-09,32,0.004928103317301627,75.0272538827372,0.12832233717635105,4.526952106532066,9
11.0,3500,753,7.257891,31.377293,196.3102140483639,2.2554508893594335e-07,8.830319672134153e-09,26,0.017926449024530708,290.4996150570944,0.496853978038689,37.690237188716395,11
11.0,3500,903,113.269532,34.509366,196.3102140483639,1.8807912731867702e-07,8.830319672134153e-09,21,0.014049481415253045,568.0431111899444,0.9715485489945563,146.64705177797708,13
11.0,3500,1053,264.3049155,37.423201,196.3102140483639,1.61287228840233e-07,8.830319672134153e-09,18,0.01451742186071334,584.4280172094515,0.9995723580243279,277.60148516499675,15
11.0,3500,1203,352.25590850000003,40.156354,196.3102140483639,1.4117660180279745e-07,8.830319672134153e-09,16,0.0007686326909883753,402.975444231317,0.6892262231703363,353.1603118871347,17
11.0,3500,1352,391.963845,42.744274,196.3102140483639,1.2561793784671993e-07,8.830319672134153e-09,14,0.01586924981426499,201.74181372413594,0.3450476953846457,352.78693204266665,19
11.0,3500,1502,322.712667,45.211133,196.3102140483639,1.1307287081808611e-07,8.830319672134153e-09,13,0.01522279311742704,73.44900681309781,0.125622993376105,306.42583520582576,21
11.0,3500,1652,211.02617800000002,47.574886,196.3102140483639,1.0280596366148023e-07,8.830319672134153e-09,12,0.030716821200444284,12.63357228623884,0.021607741703972387,219.40153408368292,23
11.0,3500,1802,130.260184,49.844984,196.3102140483639,9.424830852872661e-08,8.830319672134153e-09,11,0.030612834434786393,0.0,0.0,156.35261934997442,25
11.0,3500,1951,75.913625,52.045355,196.3102140483639,8.705046231100223e-08,8.830319672134153e-09,10,0.014390898992164364,0.0,0.0,92.3687083783976,27
11.0,3500,2101,52.4414005,54.172056,196.3102140483639,8.083553163672792e-08,8.830319672134153e-09,9,0.01685712408801458,0.0,0.0,67.08311978219709,29
11.0,3500,2251,44.551238999999995,56.237026,196.3102140483639,7.544889025711477e-08,8.830319672134153e-09,9,0.05333394273102292,0.0,0.0,44.60658518774565,31
11.0,3500,2401,32.042145000000005,58.246453,196.3102140483639,7.073529861256365e-08,8.830319672134153e-09,8,0.0013111026221682936,1.960717446989671,0.0033534993261702412,33.19937631201976,33
11.0,3500,2550,26.855649999999997,60.205577,196.3102140483639,6.660213802696679e-08,8.830319672134153e-09,8,0.06066500970990049,4.362416140611686,0.007461227832942592,28.020743212476653,35
11.0,3500,2700,23.104922000000002,62.118885,196.3102140483639,6.290201924769088e-08,8.830319672134153e-09,7,0.01732506453347475,3.539724408252177,0.006054142801721376,23.946842462150297,37
11.0,3500,2850,17.896993000000002,63.984939,196.3102140483639,5.959138665570714e-08,8.830319672134153e-09,7,0.037267987436887834,2.7170326758924834,0.004647057770499846,19.429536533600224,39
11.0,3500,3000,15.0056315,65.816925,196.3102140483639,5.6611817322921784e-08,8.830319672134153e-09,6,0.06411910907949983,1.8943409435328284,0.0032399727392783814,16.31154108490914,41
11.0,4000,5,1.6186745,2.447685,214.2625693447436,3.3967090393753065e-05,7.726529713117383e-09,1000,0.7725289501235505,1.3663438361078948e-14,2.336916591801422e-17,5.969550925043925e-14,1
11.0,4000,154,1.664777,13.852126,214.2625693447436,1.1028276101867882e-06,7.726529713117383e-09,143,0.0018734920758339264,1.169659350982847e-13,2.0005186628965426e-16,4.116092503665021e-15,3
11.0,4000,304,1.7127115000000002,19.59787,214.2625693447436,5.586692498972545e-07,7.726529713117383e-09,72,0.004222732060854798,0.6119015559306673,0.001046561532181248,3.614399155025188e-14,5
11.0,4000,454,1.8615265,24.094931,214.2625693447436,3.7408689860961534e-07,7.726529713117383e-09,48,0.008590176218482648,60.9228025473455,0.1041988878125192,1.37812107058428,7
11.0,4000,604,3.531029,27.9457,214.2625693447436,2.8118452312709494e-07,7.726529713117383e-09,36,0.010773898297296455,104.02712098695348,0.1779220563721624,5.104456672785717,9
11.0,4000,753,47.9344155,31.377293,214.2625693447436,2.2554508893594335e-07,7.726529713117383e-09,29,0.006542936769594501,158.1510159461295,0.27049248030242995,37.96394446826295,11
11.0,4000,903,197.4073095,34.509366,214.2625693447436,1.8807912731867702e-07,7.726529713117383e-09,24,0.01404948141551735,413.99299179297714,0.708070008327041,148.455257446885,13
11.0,4000,1053,397.77281400000004,37.423201,214.2625693447436,1.61287228840233e-07,7.726529713117383e-09,21,0.00601346518358553,638.3896915402748,1.0918653290412719,295.91924424511666,15
11.0,4000,1203,548.324615,40.156354,214.2625693447436,1.4117660180279745e-07,7.726529713117383e-09,18,0.014868377195072465,642.9022338449138,1.0995833241053516,389.5812136837865,17
11.0,4000,1352,610.1354200000001,42.744274,214.2625693447436,1.2561793784671993e-07,7.726529713117383e-09,16,0.015869249814528807,474.63413442411866,0.8117871610784225,396.14133006978636,19
11.0,4000,1502,474.9845995,45.211133,214.2625693447436,1.1307287081808611e-07,7.726529713117383e-09,15,0.024984550743281417,290.34634131918256,0.49659182737664637,341.43496571897117,21
11.0,4000,1652,340.6351015,47.574886,214.2625693447436,1.0280596366148023e-07,7.726529713117383e-09,13,0.022966346570673934,150.23577288821286,0.2569546998833541,253.76741296333918,23
11.0,4000,1802,206.6525425,49.844984,214.2625693447436,9.424830852872661e-08,7.726529713117383e-09,12,0.0162332034943313,71.20519998487974,0.12178531411332384,171.4789264262544,25
11.0,4000,1951,125.342076,52.045355,214.2625693447436,8.705046231100223e-08,7.726529713117383e-09,11,0.02364875972030323,29.896561623918693,0.05113337437505169,104.2382055136202,27
11.0,4000,2101,87.491485,54.172056,214.2625693447436,8.083553163672792e-08,7.726529713117383e-09,10,0.044166648419159245,7.720993819628851,0.013205547597509774,75.610764879808,29
11.0,4000,2251,70.03308799999999,56.237026,214.2625693447436,7.544889025711477e-08,7.726529713117383e-09,10,0.024074666543775592,1.947571018837677,0.003331014425035228,47.9357096800615,31
11.0,4000,2401,61.573958000000005,58.246453,214.2625693447436,7.073529861256365e-08,7.726529713117383e-09,9,0.01691561664396051,0.0,0.0,41.731662626260416,33
11.0,4000,2550,52.027333,60.205577,214.2625693447436,6.660213802696679e-08,7.726529713117383e-09,9,0.044092118932903344,1.2354492097994223,0.002113041886244686,34.35446327409491,35
11.0,4000,2700,44.0750325,62.118885,214.2625693447436,6.290201924769088e-08,7.726529713117383e-09,8,0.017325064533738176,3.362858608296315,0.005751641621918457,28.243202624073337,37
11.0,4000,2850,39.478812500000004,63.984939,214.2625693447436,5.959138665570714e-08,7.726529713117383e-09,8,0.03726798743660977,4.448948648866914,0.007609228101197079,24.678056801399052,39
11.0,4000,3000,32.00025,65.816925,214.2625693447436,5.6611817322921784e-08,7.726529713117383e-09,7,0.04462159051891199,4.0771364877461265,0.006973301780607232,21.269843652420647,41
11.0,4500,5,2.5311075,2.447685,231.8037626546014,3.3967090393753065e-05,6.8680264116598966e-09,1000,0.7978035112209445,3.3114336228198535e-15,5.6636872588824165e-18,6.179411139980231e-14,1
11.0,4500,154,2.2600379999999998,13.852126,231.8037626546014,1.1028276101867882e-06,6.8680264116598966e-09,161,0.0026519485575796317,8.311929773507103e-14,1.4216250759346293e-16,4.8017834525591285e-15,3
11.0,4500,304,2.2825495,19.59787,231.8037626546014,5.586692498972545e-07,6.8680264116598966e-09,81,0.004222732060908053,2.9956046154764613e-15,5.123511332495272e-18,2.372758821314448e-14,5
11.0,4500,454,2.6096649999999997,24.094931,231.8037626546014,3.7408689860961534e-07,6.8680264116598966e-09,54,0.008590176218535717,18.15588637474728,0.031052792852543636,0.512693708491809,7
11.0,4500,604,3.3918774999999997,27.9457,231.8037626546014,2.8118452312709494e-07,6.8680264116598966e-09,41,0.001438769624905556,60.22390524181138,0.10300353371049431,4.21645359107938,9
11.0,4500,753,7.1951215,31.377293,231.8037626546014,2.2554508893594335e-07,6.8680264116598966e-09,33,0.00487610993414952,40.00616273057079,0.06842425968392626,31.326690398012033,11
11.0,4500,903,88.295382,34.509366,231.8037626546014,1.8807912731867702e-07,6.8680264116598966e-09,27,0.014049481415570126,102.13471334297522,0.1746853902382103,130.89453939742114,13
11.0,4500,1053,223.4109765,37.423201,231.8037626546014,1.61287228840233e-07,6.8680264116598966e-09,23,0.020600647652011646,281.56849560695133,0.48157870056105745,280.5895243420991,15
11.0,4500,1203,334.1313635,40.156354,231.8037626546014,1.4117660180279745e-07,6.8680264116598966e-09,21,0.02161797920505531,427.8624461975432,0.7317915323393207,390.51624210107764,17
11.0,4500,1352,379.56487549999997,42.744274,231.8037626546014,1.2561793784671993e-07,6.8680264116598966e-09,18,0.015869249814581696,431.7172248883861,0.7383845260223851,403.9886032712037,19
11.0,4500,1502,310.4855845,45.211133,231.8037626546014,1.1307287081808611e-07,6.8680264116598966e-09,16,0.028162796332348177,318.9662576440762,0.5455417004233389,346.4202122181973,21
11.0,4500,1652,221.12779,47.574886,231.8037626546014,1.0280596366148023e-07,6.8680264116598966e-09,15,0.0020857983889984466,181.42550652526555,0.31029984193626536,259.68689637905584,23
11.0,4500,1802,139.0408985,49.844984,231.8037626546014,9.424830852872661e-08,6.8680264116598966e-09,14,0.020202603783601874,76.23383282130062,0.1303860009967837,170.93212255782922,25
11.0,4500,1951,80.332499,52.045355,231.8037626546014,8.705046231100223e-08,6.8680264116598966e-09,13,0.025661908980636333,22.173035526791242,0.03792349571449239,104.6936929291558,27
11.0,4500,2101,52.8090585,54.172056,231.8037626546014,8.083553163672792e-08,6.8680264116598966e-09,12,0.019555575019508824,2.623194238595435,0.004486561857777864,73.00528362523221,29
11.0,4500,2251,41.219609,56.237026,231.8037626546014,7.544889025711477e-08,6.8680264116598966e-09,11,0.0013174517316380597,0.0,0.0,49.240832781767594,31
11.0,4500,2401,33.3900505,58.246453,231.8037626546014,7.073529861256365e-08,6.8680264116598966e-09,10,0.02905246088297586,0.0,0.0,41.19938917843329,33
11.0,4500,2550,31.8848155,60.205577,231.8037626546014,6.660213802696679e-08,6.8680264116598966e-09,10,0.03120209277318275,0.0,0.0,34.49298883473737,35
11.0,4500,2700,27.070991999999997,62.118885,231.8037626546014,6.290201924769088e-08,6.8680264116598966e-09,9,0.017325064533790988,0.0,0.0,30.56125039522062,37
11.0,4500,2850,21.8806065,63.984939,231.8037626546014,5.959138665570714e-08,6.8680264116598966e-09,9,0.037267987436554025,0.6681451536643526,0.001142757374876933,26.669821683611193,39
11.0,4500,3000,18.1247725,65.816925,231.8037626546014,5.6611817322921784e-08,6.8680264116598966e-09,8,0.02945685386053419,2.9663466289789517,0.005073470140606488,22.834741216548068,41
11.0,5000,5,1.8058999999999998,2.447685,249.0214628594636,3.3967090393753065e-05,6.181223770493907e-09,1000,0.8180231600988194,2.429166367013662e-13,4.154707649204002e-16,8.167541914703776e-14,1
11.0,5000,154,1.5840290000000001,13.852126,249.0214628594636,1.1028276101867882e-06,6.181223770493907e-09,178,0.002330172925767039,1.7807336157014326e-13,3.045665243358703e-16,8.098408698979565e-15,3
11.0,5000,304,2.5572774999999996,19.59787,249.0214628594636,5.586692498972545e-07,6.181223770493907e-09,90,0.00422273206073938,2.5133685864899004e-14,4.2987223243980924e-17,3.1821648239053787e-14,5
11.0,5000,454,3.826912,24.094931,249.0214628594636,3.7408689860961534e-07,6.181223770493907e-09,61,0.007933320844659487,6.7004266615799,0.011460027720546766,0.11312023626697622,7
11.0,5000,604,4.4536995,27.9457,249.0214628594636,2.8118452312709494e-07,6.181223770493907e-09,45,0.010773898297181797,58.80800696659593,0.1005818620315124,3.892328593297129,9
11.0,5000,753,45.399460000000005,31.377293,249.0214628594636,2.2554508893594335e-07,6.181223770493907e-09,36,0.013394364791758833,81.68913296066694,0.13971643530770853,26.739521071729722,11
11.0,5000,903,132.8617335,34.509366,249.0214628594636,1.8807912731867702e-07,6.181223770493907e-09,30,0.01404948141540307,80.81855808498216,0.13822745367831976,111.78111452933976,13
11.0,5000,1053,323.8094265,37.423201,249.0214628594636,1.61287228840233e-07,6.181223770493907e-09,26,0.0035676154370951206,191.39499652151898,0.327351089190696,247.02909299673885,15
11.0,5000,1203,487.44421850000003,40.156354,249.0214628594636,1.4117660180279745e-07,6.181223770493907e-09,23,0.007023436645153782,375.21385267328554,0.6417443798653727,356.20742262362705,17
11.0,5000,1352,537.5770645,42.744274,249.0214628594636,1.2561793784671993e-07,6.181223770493907e-09,20,0.01586924981441481,504.53762524708094,0.8629323867604329,372.7439013623032,19
11.0,5000,1502,456.89648650000004,45.211133,249.0214628594636,1.1307287081808611e-07,6.181223770493907e-09,18,0.016014831286335837,499.9790435723672,0.8551356485828259,320.23871996149944,21
11.0,5000,1652,284.61942250000004,47.574886,249.0214628594636,1.0280596366148023e-07,6.181223770493907e-09,17,0.022127514356951726,397.042247058704,0.6790784210222293,240.36521680934737,23
11.0,5000,1802,188.52614599999998,49.844984,249.0214628594636,9.424830852872661e-08,6.181223770493907e-09,15,0.016233203494217273,247.85288363203483,0.4239134402182726,160.57165118489115,25
11.0,5000,1951,114.169441,52.045355,249.0214628594636,8.705046231100223e-08,6.181223770493907e-09,14,0.00589691898783007,131.72397715354973,0.22529317995466394,99.3304834552893,27
11.0,5000,2101,79.242766,54.172056,249.0214628594636,8.083553163672792e-08,6.181223770493907e-09,13,0.0059333143558104595,72.09120858644924,0.12330069270747372,67.94004689788004,29
11.0,5000,2251,62.5875485,56.237026,249.0214628594636,7.544889025711477e-08,6.181223770493907e-09,12,0.016888320117861642,28.374280339097794,0.04852975126213136,48.91110362233422,31
11.0,5000,2401,56.0650935,58.246453,249.0214628594636,7.073529861256365e-08,6.181223770493907e-09,11,0.038761936273983146,16.893745620346465,0.028894099270297246,38.70719293278633,33
11.0,5000,2550,48.039919499999996,60.205577,249.0214628594636,6.660213802696679e-08,6.181223770493907e-09,11,0.02089007184562399,6.939805087760071,0.011869446931931548,34.03898358029532,35
11.0,5000,2700,43.7866925,62.118885,249.0214628594636,6.290201924769088e-08,6.181223770493907e-09,10,0.017325064533624347,9.27767145082904,0.015868000260084374,30.234706412922883,37
11.0,5000,2850,39.968055,63.984939,249.0214628594636,5.959138665570714e-08,6.181223770493907e-09,10,0.03726798743672992,9.358081654339964,0.01600552928738257,25.936340853984344,39
11.0,5000,3000,29.2317975,65.816925,249.0214628594636,5.6611817322921784e-08,6.181223770493907e-09,9,0.017325064533624396,9.57540932423922,0.016377234142502955,22.783620159176387,41
11.0,5500,5,2.6008625,2.447685,265.9795443303082,3.3967090393753065e-05,5.6192943368126426e-09,1000,0.8345665091807309,6.698266310268129e-15,1.1456332778840892e-17,7.409688351556294e-14,1
11.0,5500,154,2.5783015000000002,13.852126,265.9795443303082,1.1028276101867882e-06,5.6192943368126426e-09,196,0.0013111026222374412,1.7721709285347105e-14,3.0310201114515556e-17,4.333093377390383e-15,3
11.0,5500,304,2.4636835,19.59787,265.9795443303082,5.586692498972545e-07,5.6192943368126426e-09,99,0.00422273206065637,1.1415399853499135e-15,1.952424903213241e-18,3.213895066937595e-14,5
11.0,5500,454,3.7570490000000003,24.094931,265.9795443303082,3.7408689860961534e-07,5.6192943368126426e-09,67,0.006431184748104658,0.32465329288376665,0.0005552684812369076,0.025670891776921386,7
11.0,5500,604,4.7284880000000005,27.9457,265.9795443303082,2.8118452312709494e-07,5.6192943368126426e-09,50,0.0007817154516154023,21.566437697016447,0.03688600537312307,2.1379782987697533,9
11.0,5500,753,9.3148205,31.377293,265.9795443303082,2.2554508893594335e-07,5.6192943368126426e-09,40,0.0034286513047236925,50.56264527645363,0.08647946552640913,16.2981591509871,11
11.0,5500,903,59.490247999999994,34.509366,265.9795443303082,1.8807912731867702e-07,5.6192943368126426e-09,33,0.014049481415320881,41.87049768721472,0.07161291189409552,70.64013509194795,13
11.0,5500,1053,138.14628249999998,37.423201,265.9795443303082,1.61287228840233e-07,5.6192943368126426e-09,29,0.010368501829603126,51.10538707840536,0.08740774015869944,158.6866546154769,15
11.0,5500,1203,220.248149,40.156354,265.9795443303082,1.4117660180279745e-07,5.6192943368126426e-09,25,0.004917552722097045,130.85462005096724,0.22380628113495502,232.79339931100301,17
11.0,5500,1352,251.85472049999998,42.744274,265.9795443303082,1.2561793784671993e-07,5.6192943368126426e-09,22,0.01586924981433263,234.44249924428212,0.4009770833877366,246.28106983337597,19
11.0,5500,1502,220.2517605,45.211133,265.9795443303082,1.1307287081808611e-07,5.6192943368126426e-09,20,0.006075587157831998,293.80773053849435,0.5025119901376789,212.8907395051242,21
11.0,5500,1652,165.9467515,47.574886,265.9795443303082,1.0280596366148023e-07,5.6192943368126426e-09,18,0.016133943399643674,283.6525039371897,0.48514306958420117,159.9985285728467,23
11.0,5500,1802,95.46124649999999,49.844984,265.9795443303082,9.424830852872661e-08,5.6192943368126426e-09,17,0.013577911551497115,222.369780983721,0.3803285944308022,108.95868594065236,25
11.0,5500,1951,57.830261,52.045355,265.9795443303082,8.705046231100223e-08,5.6192943368126426e-09,15,0.03171777823481884,135.88950096525105,0.23241765437454198,68.16481010898526,27
11.0,5500,2101,39.8601415,54.172056,265.9795443303082,8.083553163672792e-08,5.6192943368126426e-09,14,0.026787860208404474,79.16564716575195,0.13540040908687787,45.92043294712723,29
11.0,5500,2251,32.9321975,56.237026,265.9795443303082,7.544889025711477e-08,5.6192943368126426e-09,13,0.031783951631146515,37.67500691221663,0.06443718368883532,34.179749045957806,31
11.0,5500,2401,28.6350855,58.246453,265.9795443303082,7.073529861256365e-08,5.6192943368126426e-09,13,0.032735109788368535,12.071838969013937,0.020646985066807108,26.803851384385627,33
11.0,5500,2550,26.5021525,60.205577,265.9795443303082,6.660213802696679e-08,5.6192943368126426e-09,12,0.012452963813926132,3.816584833885947,0.006527669087842573,24.1538766712741,35
11.0,5500,2700,24.019136000000003,62.118885,265.9795443303082,6.290201924769088e-08,5.6192943368126426e-09,11,0.01732506453354229,1.2093233808155754,0.0020683577579795535,21.172421704829308,37
11.0,5500,2850,18.277442999999998,63.984939,265.9795443303082,5.959138665570714e-08,5.6192943368126426e-09,11,0.03726798743681654,0.3788968142158498,0.0006480435072946016,18.38430868484081,39
11.0,5500,3000,15.458272999999998,65.816925,265.9795443303082,5.6611817322921784e-08,5.6192943368126426e-09,10,0.00739905508438621,2.327436300482371,0.003980714343800556,15.93295385660596,41
