ESP_V (kV),V1,V2,run,R,Dp1,Dp2,Mobility (m2/s/V)
11.0,5,2000,7,1.661496,2.447685,138.39527023378523,3.3946601e-05
11.0,154,2000,7,1.683505,13.852126,138.39527023378523,1.096821e-06
11.0,304,2000,7,1.599754,19.59787,138.39527023378523,5.57415458e-07
11.0,454,2000,7,1.520598,24.094931,138.39527023378523,3.73655492e-07
11.0,604,2000,7,3.94202,27.9457,138.39527023378523,2.81014912e-07
11.0,753,2000,7,124.358323,31.377293,138.39527023378523,2.25184752e-07
11.0,903,2000,7,307.297967,34.509366,138.39527023378523,1.87861657e-07
11.0,1053,2000,7,465.34081,37.423201,138.39527023378523,1.6115168e-07
11.0,1203,2000,7,503.555792,40.156354,138.39527023378523,1.41091444e-07
11.0,1352,2000,7,449.877226,42.744274,138.39527023378523,1.25472561e-07
11.0,1502,2000,7,329.650481,45.211133,138.39527023378523,1.1296706e-07
11.0,1652,2000,7,225.274801,47.574886,138.39527023378523,1.02728405e-07
11.0,1802,2000,7,151.319105,49.844984,138.39527023378523,9.4191458e-08
11.0,1951,2000,7,91.543332,52.045355,138.39527023378523,8.6964523e-08
11.0,2101,2000,7,67.180869,54.172056,138.39527023378523,8.076755e-08
11.0,2251,2000,7,51.167265,56.237026,138.39527023378523,7.5395006e-08
11.0,2401,2000,7,39.71232,58.246453,138.39527023378523,7.0692631e-08
11.0,2550,2000,7,30.471127,60.205577,138.39527023378523,6.6542392e-08
11.0,2700,2000,7,25.419276,62.118885,138.39527023378523,6.2852437e-08
11.0,2850,2000,7,19.647705,63.984939,138.39527023378523,5.9550217e-08
11.0,3000,2000,7,15.045382,65.816925,138.39527023378523,5.6577669e-08
11.0,5,5500,7,2.390361,2.447685,265.9795443303082,3.3946601e-05
11.0,154,5500,7,2.231969,13.852126,265.9795443303082,1.096821e-06
11.0,304,5500,7,2.077651,19.59787,265.9795443303082,5.57415458e-07
11.0,454,5500,7,2.145132,24.094931,265.9795443303082,3.73655492e-07
11.0,604,5500,7,3.408611,27.9457,265.9795443303082,2.81014912e-07
11.0,753,5500,7,6.299266,31.377293,265.9795443303082,2.25184752e-07
11.0,903,5500,7,56.367898,34.509366,265.9795443303082,1.87861657e-07
11.0,1053,5500,7,130.021571,37.423201,265.9795443303082,1.6115168e-07
11.0,1203,5500,7,196.360517,40.156354,265.9795443303082,1.41091444e-07
11.0,1352,5500,7,221.616088,42.744274,265.9795443303082,1.25472561e-07
11.0,1502,5500,7,197.795557,45.211133,265.9795443303082,1.1296706e-07
11.0,1652,5500,7,143.496283,47.574886,265.9795443303082,1.02728405e-07
11.0,1802,5500,7,87.247914,49.844984,265.9795443303082,9.4191458e-08
11.0,1951,5500,7,55.567156,52.045355,265.9795443303082,8.6964523e-08
11.0,2101,5500,7,39.757273,54.172056,265.9795443303082,8.076755e-08
11.0,2251,5500,7,32.306155,56.237026,265.9795443303082,7.5395006e-08
11.0,2401,5500,7,27.63356,58.246453,265.9795443303082,7.0692631e-08
11.0,2550,5500,7,26.05115,60.205577,265.9795443303082,6.6542392e-08
11.0,2700,5500,7,24.089839,62.118885,265.9795443303082,6.2852437e-08
11.0,2850,5500,7,16.530408,63.984939,265.9795443303082,5.9550217e-08
11.0,3000,5500,7,14.182269,65.816925,265.9795443303082,5.6577669e-08
11.0,5,2500,7,3.10236,2.447685,158.61427608583682,3.3946601e-05
11.0,154,2500,7,2.648393,13.852126,158.61427608583682,1.096821e-06
11.0,304,2500,7,2.36597,19.59787,158.61427608583682,5.57415458e-07
11.0,454,2500,7,2.111699,24.094931,158.61427608583682,3.73655492e-07
11.0,604,2500,7,2.600249,27.9457,158.61427608583682,2.81014912e-07
11.0,753,2500,7,8.223379,31.377293,158.61427608583682,2.25184752e-07
11.0,903,2500,7,120.09548,34.509366,158.61427608583682,1.87861657e-07
11.0,1053,2500,7,194.092659,37.423201,158.61427608583682,1.6115168e-07
11.0,1203,2500,7,249.193467,40.156354,158.61427608583682,1.41091444e-07
11.0,1352,2500,7,241.543955,42.744274,158.61427608583682,1.25472561e-07
11.0,1502,2500,7,219.97223,45.211133,158.61427608583682,1.1296706e-07
11.0,1652,2500,7,170.442646,47.574886,158.61427608583682,1.02728405e-07
11.0,1802,2500,7,104.737239,49.844984,158.61427608583682,9.4191458e-08
11.0,1951,2500,7,56.657374,52.045355,158.61427608583682,8.6964523e-08
11.0,2101,2500,7,43.989707,54.172056,158.61427608583682,8.076755e-08
11.0,2251,2500,7,30.636692,56.237026,158.61427608583682,7.5395006e-08
11.0,2401,2500,7,22.474302,58.246453,158.61427608583682,7.0692631e-08
11.0,2550,2500,7,17.742484,60.205577,158.61427608583682,6.6542392e-08
11.0,2700,2500,7,16.253716,62.118885,158.61427608583682,6.2852437e-08
11.0,2850,2500,7,12.529193,63.984939,158.61427608583682,5.9550217e-08
11.0,3000,2500,7,10.045668,65.816925,158.61427608583682,5.6577669e-08
11.0,5,2000,8,1.661603,2.447685,138.39527023378523,3.3946601e-05
11.0,154,2000,8,1.609107,13.852126,138.39527023378523,1.096821e-06
11.0,304,2000,8,1.640007,19.59787,138.39527023378523,5.57415458e-07
11.0,454,2000,8,1.725737,24.094931,138.39527023378523,3.73655492e-07
11.0,604,2000,8,4.085556,27.9457,138.39527023378523,2.81014912e-07
11.0,753,2000,8,103.408354,31.377293,138.39527023378523,2.25184752e-07
11.0,903,2000,8,331.081108,34.509366,138.39527023378523,1.87861657e-07
11.0,1053,2000,8,497.018381,37.423201,138.39527023378523,1.6115168e-07
11.0,1203,2000,8,549.314399,40.156354,138.39527023378523,1.41091444e-07
11.0,1352,2000,8,448.148246,42.744274,138.39527023378523,1.25472561e-07
11.0,1502,2000,8,339.979813,45.211133,138.39527023378523,1.1296706e-07
11.0,1652,2000,8,206.236946,47.574886,138.39527023378523,1.02728405e-07
11.0,1802,2000,8,146.797866,49.844984,138.39527023378523,9.4191458e-08
11.0,1951,2000,8,96.899434,52.045355,138.39527023378523,8.6964523e-08
11.0,2101,2000,8,61.171929,54.172056,138.39527023378523,8.076755e-08
11.0,2251,2000,8,48.203606,56.237026,138.39527023378523,7.5395006e-08
11.0,2401,2000,8,40.704119,58.246453,138.39527023378523,7.0692631e-08
11.0,2550,2000,8,37.658937,60.205577,138.39527023378523,6.6542392e-08
11.0,2700,2000,8,23.619746,62.118885,138.39527023378523,6.2852437e-08
11.0,2850,2000,8,17.957607,63.984939,138.39527023378523,5.9550217e-08
11.0,3000,2000,8,14.85167,65.816925,138.39527023378523,5.6577669e-08
11.0,5,2500,8,1.868342,2.447685,158.61427608583682,3.3946601e-05
11.0,154,2500,8,1.891138,13.852126,158.61427608583682,1.096821e-06
11.0,304,2500,8,2.065547,19.59787,158.61427608583682,5.57415458e-07
11.0,454,2500,8,2.363712,24.094931,158.61427608583682,3.73655492e-07
11.0,604,2500,8,2.88252,27.9457,158.61427608583682,2.81014912e-07
11.0,753,2500,8,7.125971,31.377293,158.61427608583682,2.25184752e-07
11.0,903,2500,8,119.425704,34.509366,158.61427608583682,1.87861657e-07
11.0,1053,2500,8,205.614713,37.423201,158.61427608583682,1.6115168e-07
11.0,1203,2500,8,292.495014,40.156354,158.61427608583682,1.41091444e-07
11.0,1352,2500,8,253.673871,42.744274,158.61427608583682,1.25472561e-07
11.0,1502,2500,8,194.253841,45.211133,158.61427608583682,1.1296706e-07
11.0,1652,2500,8,144.232731,47.574886,158.61427608583682,1.02728405e-07
11.0,1802,2500,8,94.975155,49.844984,158.61427608583682,9.4191458e-08
11.0,1951,2500,8,60.283037,52.045355,158.61427608583682,8.6964523e-08
11.0,2101,2500,8,43.328162,54.172056,158.61427608583682,8.076755e-08
11.0,2251,2500,8,30.733523,56.237026,158.61427608583682,7.5395006e-08
11.0,2401,2500,8,26.901864,58.246453,158.61427608583682,7.0692631e-08
11.0,2550,2500,8,20.195233,60.205577,158.61427608583682,6.6542392e-08
11.0,2700,2500,8,16.053176,62.118885,158.61427608583682,6.2852437e-08
11.0,2850,2500,8,10.058194,63.984939,158.61427608583682,5.9550217e-08
11.0,3000,2500,8,7.247912,65.816925,158.61427608583682,5.6577669e-08
11.0,5,3000,9,2.106245,2.447685,177.82228867724976,3.3946601e-05
11.0,154,3000,9,4.832909,13.852126,177.82228867724976,1.096821e-06
11.0,304,3000,9,1.726864,19.59787,177.82228867724976,5.57415458e-07
11.0,454,3000,9,1.882647,24.094931,177.82228867724976,3.73655492e-07
11.0,604,3000,9,2.877761,27.9457,177.82228867724976,2.81014912e-07
11.0,753,3000,9,59.079739,31.377293,177.82228867724976,2.25184752e-07
11.0,903,3000,9,218.474903,34.509366,177.82228867724976,1.87861657e-07
11.0,1053,3000,9,444.851658,37.423201,177.82228867724976,1.6115168e-07
11.0,1203,3000,9,599.848975,40.156354,177.82228867724976,1.41091444e-07
11.0,1352,3000,9,538.561228,42.744274,177.82228867724976,1.25472561e-07
11.0,1502,3000,9,446.081997,45.211133,177.82228867724976,1.1296706e-07
11.0,1652,3000,9,333.437464,47.574886,177.82228867724976,1.02728405e-07
11.0,1802,3000,9,202.748882,49.844984,177.82228867724976,9.4191458e-08
11.0,1951,3000,9,130.618167,52.045355,177.82228867724976,8.6964523e-08
11.0,2101,3000,9,81.216995,54.172056,177.82228867724976,8.076755e-08
11.0,2251,3000,9,68.64861,56.237026,177.82228867724976,7.5395006e-08
11.0,2401,3000,9,54.236238,58.246453,177.82228867724976,7.0692631e-08
11.0,2550,3000,9,49.484543,60.205577,177.82228867724976,6.6542392e-08
11.0,2700,3000,9,38.832023,62.118885,177.82228867724976,6.2852437e-08
11.0,2850,3000,9,33.96822,63.984939,177.82228867724976,5.9550217e-08
11.0,3000,3000,9,28.172235,65.816925,177.82228867724976,5.6577669e-08
11.0,5,3000,10,1.657647,2.447685,177.82228867724976,3.3946601e-05
11.0,154,3000,10,3.551582,13.852126,177.82228867724976,1.096821e-06
11.0,304,3000,10,1.630077,19.59787,177.82228867724976,5.57415458e-07
11.0,454,3000,10,1.675666,24.094931,177.82228867724976,3.73655492e-07
11.0,604,3000,10,2.941082,27.9457,177.82228867724976,2.81014912e-07
11.0,753,3000,10,61.711345,31.377293,177.82228867724976,2.25184752e-07
11.0,903,3000,10,229.568535,34.509366,177.82228867724976,1.87861657e-07
11.0,1053,3000,10,518.218516,37.423201,177.82228867724976,1.6115168e-07
11.0,1203,3000,10,596.539674,40.156354,177.82228867724976,1.41091444e-07
11.0,1352,3000,10,607.499496,42.744274,177.82228867724976,1.25472561e-07
11.0,1502,3000,10,471.114939,45.211133,177.82228867724976,1.1296706e-07
11.0,1652,3000,10,345.809193,47.574886,177.82228867724976,1.02728405e-07
11.0,1802,3000,10,208.499282,49.844984,177.82228867724976,9.4191458e-08
11.0,1951,3000,10,119.771419,52.045355,177.82228867724976,8.6964523e-08
11.0,2101,3000,10,83.193016,54.172056,177.82228867724976,8.076755e-08
11.0,2251,3000,10,64.856905,56.237026,177.82228867724976,7.5395006e-08
11.0,2401,3000,10,54.031983,58.246453,177.82228867724976,7.0692631e-08
11.0,2550,3000,10,43.607347,60.205577,177.82228867724976,6.6542392e-08
11.0,2700,3000,10,36.253124,62.118885,177.82228867724976,6.2852437e-08
11.0,2850,3000,10,34.579429,63.984939,177.82228867724976,5.9550217e-08
11.0,3000,3000,10,24.152529,65.816925,177.82228867724976,5.6577669e-08
11.0,5,4000,11,1.633905,2.447685,214.26256934474358,3.3946601e-05
11.0,154,4000,11,1.703757,13.852126,214.26256934474358,1.096821e-06
11.0,304,4000,11,1.705659,19.59787,214.26256934474358,5.57415458e-07
11.0,454,4000,11,1.830238,24.094931,214.26256934474358,3.73655492e-07
11.0,604,4000,11,3.198062,27.9457,214.26256934474358,2.81014912e-07
11.0,753,4000,11,42.32588,31.377293,214.26256934474358,2.25184752e-07
11.0,903,4000,11,185.061456,34.509366,214.26256934474358,1.87861657e-07
11.0,1053,4000,11,367.039237,37.423201,214.26256934474358,1.6115168e-07
11.0,1203,4000,11,530.32721,40.156354,214.26256934474358,1.41091444e-07
11.0,1352,4000,11,584.623077,42.744274,214.26256934474358,1.25472561e-07
11.0,1502,4000,11,441.769633,45.211133,214.26256934474358,1.1296706e-07
11.0,1652,4000,11,328.758352,47.574886,214.26256934474358,1.02728405e-07
11.0,1802,4000,11,199.054763,49.844984,214.26256934474358,9.4191458e-08
11.0,1951,4000,11,136.843567,52.045355,214.26256934474358,8.6964523e-08
11.0,2101,4000,11,91.220192,54.172056,214.26256934474358,8.076755e-08
11.0,2251,4000,11,72.498094,56.237026,214.26256934474358,7.5395006e-08
11.0,2401,4000,11,62.805427,58.246453,214.26256934474358,7.0692631e-08
11.0,2550,4000,11,51.273703,60.205577,214.26256934474358,6.6542392e-08
11.0,2700,4000,11,40.941617,62.118885,214.26256934474358,6.2852437e-08
11.0,2850,4000,11,38.765762,63.984939,214.26256934474358,5.9550217e-08
11.0,3000,4000,11,28.955169,65.816925,214.26256934474358,5.6577669e-08
11.0,5,5000,12,1.830565,2.447685,249.02146285946358,3.3946601e-05
11.0,154,5000,12,1.470712,13.852126,249.02146285946358,1.096821e-06
11.0,304,5000,12,2.371676,19.59787,249.02146285946358,5.57415458e-07
11.0,454,5000,12,4.56898,24.094931,249.02146285946358,3.73655492e-07
11.0,604,5000,12,4.049377,27.9457,249.02146285946358,2.81014912e-07
11.0,753,5000,12,45.041992,31.377293,249.02146285946358,2.25184752e-07
11.0,903,5000,12,133.838522,34.509366,249.02146285946358,1.87861657e-07
11.0,1053,5000,12,337.149027,37.423201,249.02146285946358,1.6115168e-07
11.0,1203,5000,12,478.077996,40.156354,249.02146285946358,1.41091444e-07
11.0,1352,5000,12,493.791676,42.744274,249.02146285946358,1.25472561e-07
11.0,1502,5000,12,418.325782,45.211133,249.02146285946358,1.1296706e-07
11.0,1652,5000,12,275.709446,47.574886,249.02146285946358,1.02728405e-07
11.0,1802,5000,12,202.06843,49.844984,249.02146285946358,9.4191458e-08
11.0,1951,5000,12,116.426238,52.045355,249.02146285946358,8.6964523e-08
11.0,2101,5000,12,75.771949,54.172056,249.02146285946358,8.076755e-08
11.0,2251,5000,12,62.827564,56.237026,249.02146285946358,7.5395006e-08
11.0,2401,5000,12,55.051072,58.246453,249.02146285946358,7.0692631e-08
11.0,2550,5000,12,48.786584,60.205577,249.02146285946358,6.6542392e-08
11.0,2700,5000,12,45.64461,62.118885,249.02146285946358,6.2852437e-08
11.0,2850,5000,12,39.727941,63.984939,249.02146285946358,5.9550217e-08
11.0,3000,5000,12,28.238975,65.816925,249.02146285946358,5.6577669e-08
11.0,5,5000,13,1.781235,2.447685,249.02146285946358,3.3946601e-05
11.0,154,5000,13,1.697346,13.852126,249.02146285946358,1.096821e-06
11.0,304,5000,13,2.742879,19.59787,249.02146285946358,5.57415458e-07
11.0,454,5000,13,3.084844,24.094931,249.02146285946358,3.73655492e-07
11.0,604,5000,13,4.858022,27.9457,249.02146285946358,2.81014912e-07
11.0,753,5000,13,45.756928,31.377293,249.02146285946358,2.25184752e-07
11.0,903,5000,13,131.884945,34.509366,249.02146285946358,1.87861657e-07
11.0,1053,5000,13,310.469826,37.423201,249.02146285946358,1.6115168e-07
11.0,1203,5000,13,496.810441,40.156354,249.02146285946358,1.41091444e-07
11.0,1352,5000,13,581.362453,42.744274,249.02146285946358,1.25472561e-07
11.0,1502,5000,13,495.467191,45.211133,249.02146285946358,1.1296706e-07
11.0,1652,5000,13,293.529399,47.574886,249.02146285946358,1.02728405e-07
11.0,1802,5000,13,174.983862,49.844984,249.02146285946358,9.4191458e-08
11.0,1951,5000,13,111.912644,52.045355,249.02146285946358,8.6964523e-08
11.0,2101,5000,13,82.713583,54.172056,249.02146285946358,8.076755e-08
11.0,2251,5000,13,62.347533,56.237026,249.02146285946358,7.5395006e-08
11.0,2401,5000,13,57.079115,58.246453,249.02146285946358,7.0692631e-08
11.0,2550,5000,13,47.293255,60.205577,249.02146285946358,6.6542392e-08
11.0,2700,5000,13,41.928775,62.118885,249.02146285946358,6.2852437e-08
11.0,2850,5000,13,40.208169,63.984939,249.02146285946358,5.9550217e-08
11.0,3000,5000,13,30.22462,65.816925,249.02146285946358,5.6577669e-08
11.0,5,4000,14,1.603444,2.447685,214.26256934474358,3.3946601e-05
11.0,154,4000,14,1.625797,13.852126,214.26256934474358,1.096821e-06
11.0,304,4000,14,1.719764,19.59787,214.26256934474358,5.57415458e-07
11.0,454,4000,14,1.892815,24.094931,214.26256934474358,3.73655492e-07
11.0,604,4000,14,3.863996,27.9457,214.26256934474358,2.81014912e-07
11.0,753,4000,14,53.542951,31.377293,214.26256934474358,2.25184752e-07
11.0,903,4000,14,209.753163,34.509366,214.26256934474358,1.87861657e-07
11.0,1053,4000,14,428.506391,37.423201,214.26256934474358,1.6115168e-07
11.0,1203,4000,14,566.32202,40.156354,214.26256934474358,1.41091444e-07
11.0,1352,4000,14,635.647763,42.744274,214.26256934474358,1.25472561e-07
11.0,1502,4000,14,508.199566,45.211133,214.26256934474358,1.1296706e-07
11.0,1652,4000,14,352.511851,47.574886,214.26256934474358,1.02728405e-07
11.0,1802,4000,14,214.250322,49.844984,214.26256934474358,9.4191458e-08
11.0,1951,4000,14,113.840585,52.045355,214.26256934474358,8.6964523e-08
11.0,2101,4000,14,83.762778,54.172056,214.26256934474358,8.076755e-08
11.0,2251,4000,14,67.568082,56.237026,214.26256934474358,7.5395006e-08
11.0,2401,4000,14,60.342489,58.246453,214.26256934474358,7.0692631e-08
11.0,2550,4000,14,52.780963,60.205577,214.26256934474358,6.6542392e-08
11.0,2700,4000,14,47.208448,62.118885,214.26256934474358,6.2852437e-08
11.0,2850,4000,14,40.191863,63.984939,214.26256934474358,5.9550217e-08
11.0,3000,4000,14,35.045331,65.816925,214.26256934474358,5.6577669e-08
